test case,benchmark name,samples,iterations,estimated,mean,low mean,high mean,std dev,low std dev,high std dev,tags,raw
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,soup topology,100,1,489662600,4871032.2700,4851345.5900,4878596.3900,57981.8880,25924.4625,122100.0575,"benchmark,group:scheduler","4878040.0000,4907295.0000,4853544.0000,4849316.0000,4875085.0000,4848965.0000,4850919.0000,4830530.0000,4855307.0000,4868883.0000,4858153.0000,4887799.0000,4832274.0000,4877389.0000,4878912.0000,4878602.0000,4877289.0000,4906905.0000,4882419.0000,4875386.0000,4873682.0000,4896095.0000,4857722.0000,4907586.0000,4877009.0000,4849636.0000,4877589.0000,4847062.0000,4848374.0000,4908919.0000,4874724.0000,4914950.0000,4886897.0000,4907186.0000,4905853.0000,4908889.0000,4876707.0000,4880094.0000,4845409.0000,4879122.0000,4905873.0000,4878180.0000,4883000.0000,4872931.0000,4882419.0000,4847683.0000,4849807.0000,4887568.0000,4873141.0000,4848875.0000,4847633.0000,4848795.0000,4850588.0000,4886006.0000,4874514.0000,4907496.0000,4877219.0000,4907737.0000,4877569.0000,4848183.0000,4881386.0000,4844537.0000,4907176.0000,4907446.0000,4848455.0000,4907616.0000,4898650.0000,4932684.0000,4875847.0000,4906755.0000,4877749.0000,4849506.0000,4877269.0000,4849015.0000,4903378.0000,4908288.0000,4876788.0000,4907757.0000,4851220.0000,4904691.0000,4875716.0000,4908608.0000,4905502.0000,4908158.0000,4848314.0000,4896275.0000,4686687.0000,4380386.0000,4803780.0000,4875946.0000,4890925.0000,4874032.0000,4908238.0000,4876989.0000,4907265.0000,4877319.0000,4907707.0000,4876227.0000,4880745.0000,4846461.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,chain topology,100,1,98170300,966132.3100,964314.2500,968196.2900,9872.7409,8659.4068,11412.2200,"benchmark,group:scheduler","993773.0000,954238.0000,965950.0000,954479.0000,954037.0000,956452.0000,958135.0000,971321.0000,956071.0000,968926.0000,967283.0000,960600.0000,966011.0000,976731.0000,970148.0000,958396.0000,957204.0000,974085.0000,964166.0000,955761.0000,984535.0000,974486.0000,967422.0000,960910.0000,962213.0000,961682.0000,952845.0000,953777.0000,959538.0000,975829.0000,958255.0000,959848.0000,966011.0000,964367.0000,958055.0000,988093.0000,964016.0000,955190.0000,993132.0000,958637.0000,956522.0000,975208.0000,963806.0000,958476.0000,959659.0000,970559.0000,965429.0000,956753.0000,959077.0000,971391.0000,966141.0000,961952.0000,961232.0000,961091.0000,953366.0000,955391.0000,964858.0000,951453.0000,959297.0000,966190.0000,965750.0000,964498.0000,967463.0000,988102.0000,962103.0000,982692.0000,978363.0000,974726.0000,981930.0000,971551.0000,983965.0000,965619.0000,963385.0000,972613.0000,975308.0000,970419.0000,975288.0000,958386.0000,976931.0000,964938.0000,977973.0000,959508.0000,982441.0000,973745.0000,960600.0000,979235.0000,982292.0000,987751.0000,961522.0000,959007.0000,955401.0000,970519.0000,954558.0000,954499.0000,969707.0000,959237.0000,957574.0000,966791.0000,961943.0000,954439.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,expanding tree topology,100,1,111705300,1115514.8800,1109530.6700,1123958.1700,35880.1177,27751.5314,46340.0457,"benchmark,group:scheduler","1110956.0000,1096027.0000,1120613.0000,1109262.0000,1193361.0000,1090457.0000,1110424.0000,1093001.0000,1110925.0000,1108781.0000,1093422.0000,1269496.0000,1096257.0000,1109543.0000,1094504.0000,1109864.0000,1108440.0000,1091318.0000,1187009.0000,1094755.0000,1096157.0000,1114402.0000,1115824.0000,1097630.0000,1111236.0000,1111096.0000,1098632.0000,1190416.0000,1097220.0000,1095476.0000,1221324.0000,1096267.0000,1112328.0000,1090547.0000,1112177.0000,1113330.0000,1096598.0000,1116666.0000,1098842.0000,1107248.0000,1095526.0000,1107048.0000,1112408.0000,1094083.0000,1197860.0000,1094995.0000,1101137.0000,1112118.0000,1108921.0000,1098000.0000,1117288.0000,1110805.0000,1094634.0000,1192289.0000,1094424.0000,1092661.0000,1221796.0000,1096548.0000,1114211.0000,1095205.0000,1107689.0000,1110584.0000,1097099.0000,1093492.0000,1102529.0000,1110404.0000,1095866.0000,1112539.0000,1108711.0000,1089134.0000,1195105.0000,1094474.0000,1094434.0000,1113860.0000,1111867.0000,1095165.0000,1115775.0000,1107438.0000,1091568.0000,1208601.0000,1099984.0000,1095325.0000,1192700.0000,1096087.0000,1112258.0000,1091879.0000,1112549.0000,1108911.0000,1095076.0000,1116936.0000,1091398.0000,1223248.0000,1092240.0000,1109924.0000,1091508.0000,1111015.0000,1109583.0000,1096408.0000,1100826.0000,1103511.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,contracting tree topology,100,1,122565900,1279266.2700,1274670.2000,1283996.8500,23826.1775,21725.8243,26550.6204,"benchmark,group:scheduler","1277791.0000,1277311.0000,1257864.0000,1305915.0000,1246783.0000,1307228.0000,1247294.0000,1248867.0000,1277331.0000,1306756.0000,1276880.0000,1249137.0000,1280437.0000,1303330.0000,1248707.0000,1248335.0000,1277781.0000,1306036.0000,1276970.0000,1247875.0000,1278403.0000,1307218.0000,1247163.0000,1279465.0000,1305875.0000,1334850.0000,1247545.0000,1282501.0000,1302328.0000,1248266.0000,1276559.0000,1278774.0000,1306686.0000,1247634.0000,1278002.0000,1276149.0000,1307167.0000,1247814.0000,1278624.0000,1306696.0000,1276639.0000,1307408.0000,1275898.0000,1307118.0000,1280547.0000,1307508.0000,1244308.0000,1277652.0000,1307117.0000,1247054.0000,1278583.0000,1276599.0000,1306807.0000,1307168.0000,1275788.0000,1307808.0000,1276829.0000,1247764.0000,1277692.0000,1307298.0000,1306957.0000,1247494.0000,1278313.0000,1276129.0000,1249097.0000,1247765.0000,1278733.0000,1276188.0000,1307328.0000,1280417.0000,1245220.0000,1248646.0000,1247334.0000,1279105.0000,1247434.0000,1278303.0000,1247714.0000,1277652.0000,1276419.0000,1307097.0000,1278362.0000,1276419.0000,1307087.0000,1247033.0000,1307087.0000,1277311.0000,1307177.0000,1248176.0000,1306566.0000,1306617.0000,1276880.0000,1336954.0000,1275648.0000,1308249.0000,1280187.0000,1275016.0000,1305895.0000,1247995.0000,1307568.0000,1247123.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,wave_sim topology,100,1,473081400,4807896.5500,4759062.3300,4861662.2200,261034.3509,237934.3824,275761.2772,"benchmark,group:scheduler","4631252.0000,4635611.0000,5182057.0000,5196745.0000,5196525.0000,5226231.0000,5192186.0000,5174323.0000,5174573.0000,5167169.0000,5194370.0000,5183299.0000,5168421.0000,5167660.0000,5197927.0000,5167630.0000,5197286.0000,5167429.0000,5197657.0000,5168131.0000,5198628.0000,5166337.0000,5197766.0000,5168381.0000,5198007.0000,5191064.0000,5167620.0000,5198869.0000,5166588.0000,5198488.0000,5167239.0000,5193429.0000,5166938.0000,5197656.0000,4987538.0000,4632185.0000,4606174.0000,4634589.0000,4606245.0000,4631894.0000,4629509.0000,4634078.0000,4630721.0000,4633998.0000,4606044.0000,4627575.0000,4603640.0000,4635210.0000,4606676.0000,4632043.0000,4632374.0000,4634489.0000,4602778.0000,4635040.0000,4607166.0000,4629999.0000,4632395.0000,4631533.0000,4607006.0000,4631864.0000,4605133.0000,4632705.0000,4605213.0000,4634980.0000,4602698.0000,4633977.0000,4604090.0000,4635481.0000,4602377.0000,4634438.0000,4605303.0000,4632815.0000,4631562.0000,4631833.0000,4633417.0000,4635109.0000,4601717.0000,4635230.0000,4602558.0000,4642644.0000,4636833.0000,4633346.0000,4633637.0000,4631964.0000,4605904.0000,4631733.0000,4604872.0000,4633166.0000,4631653.0000,4634048.0000,4630942.0000,4634037.0000,4629489.0000,4635461.0000,4633266.0000,4631453.0000,4632304.0000,4631132.0000,4632545.0000,4632335.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > immediate submission to a scheduler thread,jacobi topology,100,1,169199800,1623501.8900,1604871.7600,1640879.5100,91880.2454,84467.8369,97528.1103,"benchmark,group:scheduler","1517336.0000,1490456.0000,1776377.0000,1685105.0000,1711444.0000,1682449.0000,1684003.0000,1684302.0000,1712856.0000,1683341.0000,1684383.0000,1683811.0000,1684372.0000,1682971.0000,1714079.0000,1712056.0000,1689212.0000,1678672.0000,1685435.0000,1682780.0000,1683922.0000,1684112.0000,1683861.0000,1684182.0000,1683361.0000,1684353.0000,1683401.0000,1684604.0000,1683331.0000,1684413.0000,1683651.0000,1714551.0000,1682248.0000,1684673.0000,1683511.0000,1683370.0000,1684082.0000,1713819.0000,1683220.0000,1683932.0000,1683421.0000,1684994.0000,1683211.0000,1684483.0000,1683221.0000,1684623.0000,1684273.0000,1713839.0000,1682309.0000,1684443.0000,1683742.0000,1683631.0000,1683170.0000,1714420.0000,1683501.0000,1684313.0000,1683612.0000,1683932.0000,1683381.0000,1682379.0000,1683411.0000,1684102.0000,1683621.0000,1714059.0000,1682740.0000,1684553.0000,1712947.0000,1588922.0000,1490225.0000,1521664.0000,1485907.0000,1490034.0000,1493050.0000,1490345.0000,1490596.0000,1490475.0000,1490425.0000,1493160.0000,1490626.0000,1489353.0000,1517887.0000,1489453.0000,1519761.0000,1490385.0000,1494573.0000,1485877.0000,1517616.0000,1490145.0000,1522846.0000,1486878.0000,1493581.0000,1486858.0000,1517096.0000,1492519.0000,1517176.0000,1490084.0000,1494963.0000,1486348.0000,1519259.0000,1489734.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: throttled single-threaded graph generation at 10 us per task,soup topology,100,1,300521100,3032392.8900,3008179.5600,3067923.7000,147363.2119,96447.6653,226404.4498,"benchmark,group:scheduler","3036488.0000,3050564.0000,3052778.0000,3031027.0000,3034664.0000,3020847.0000,3024655.0000,3030616.0000,3030566.0000,3035736.0000,3026188.0000,3030035.0000,3030276.0000,3027981.0000,3020407.0000,3026579.0000,3033652.0000,3024996.0000,3024605.0000,3034584.0000,3030657.0000,3033151.0000,3026609.0000,3031077.0000,3023222.0000,3030225.0000,3022822.0000,3030997.0000,3026909.0000,3031387.0000,3027770.0000,3034594.0000,3728700.0000,3333671.0000,3052357.0000,3028883.0000,3035296.0000,2729545.0000,2661035.0000,2651999.0000,2977485.0000,3030567.0000,3023563.0000,3024735.0000,3030787.0000,3031889.0000,3033201.0000,3031087.0000,3027119.0000,3025166.0000,3019476.0000,3021739.0000,3027280.0000,3025868.0000,3036067.0000,3023052.0000,3034133.0000,3036477.0000,3026127.0000,3030416.0000,3029063.0000,3021539.0000,3033412.0000,3035626.0000,3028111.0000,3029273.0000,3021490.0000,3025376.0000,3053450.0000,3031167.0000,3024255.0000,3025126.0000,3025146.0000,3027641.0000,3017441.0000,3030867.0000,3028683.0000,3033602.0000,3031017.0000,2975853.0000,2657268.0000,2655435.0000,2885872.0000,3029474.0000,3029995.0000,3030296.0000,3030617.0000,3023442.0000,3035305.0000,3033612.0000,3032229.0000,3038081.0000,3881370.0000,3463798.0000,3027581.0000,3029524.0000,3028393.0000,3033011.0000,3027380.0000,3024084.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: throttled single-threaded graph generation at 10 us per task,chain topology,100,1,65403600,654502.5600,653947.3500,655287.2300,3323.7542,2573.1263,5479.7832,"benchmark,group:scheduler","658647.0000,654259.0000,674717.0000,655090.0000,652716.0000,653387.0000,656393.0000,653277.0000,658867.0000,651734.0000,657846.0000,655080.0000,651573.0000,655591.0000,652807.0000,652024.0000,652676.0000,659328.0000,651814.0000,655962.0000,657776.0000,651263.0000,654599.0000,652326.0000,650362.0000,656162.0000,651244.0000,651494.0000,652035.0000,652556.0000,651333.0000,651795.0000,657345.0000,653497.0000,659278.0000,652145.0000,656914.0000,652886.0000,652015.0000,654329.0000,652706.0000,651574.0000,653878.0000,658267.0000,652145.0000,657535.0000,656814.0000,650803.0000,656794.0000,652886.0000,651654.0000,653597.0000,651553.0000,651353.0000,652776.0000,657875.0000,651964.0000,657756.0000,656784.0000,652125.0000,655431.0000,652175.0000,654509.0000,658638.0000,653097.0000,657986.0000,657175.0000,651854.0000,655351.0000,652445.0000,651795.0000,652876.0000,658768.0000,650151.0000,657455.0000,656373.0000,651213.0000,656373.0000,651414.0000,653377.0000,653026.0000,653568.0000,653328.0000,659428.0000,659499.0000,651193.0000,656744.0000,657435.0000,651634.0000,656995.0000,651503.0000,657264.0000,657415.0000,652375.0000,654910.0000,654439.0000,651404.0000,652906.0000,658217.0000,652536.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: throttled single-threaded graph generation at 10 us per task,expanding tree topology,100,1,68698700,683057.6100,682338.1900,683953.2600,4059.6484,3362.5030,5823.5373,"benchmark,group:scheduler","684657.0000,679176.0000,685348.0000,686781.0000,680058.0000,686971.0000,687332.0000,688534.0000,679718.0000,689025.0000,682102.0000,680910.0000,684987.0000,687582.0000,679327.0000,688364.0000,684126.0000,678144.0000,685098.0000,681380.0000,677493.0000,686460.0000,682172.0000,679387.0000,679447.0000,681290.0000,685839.0000,679948.0000,680379.0000,686109.0000,679237.0000,687001.0000,681932.0000,680950.0000,703252.0000,682172.0000,680619.0000,686560.0000,686480.0000,678866.0000,685588.0000,685829.0000,679918.0000,683955.0000,682512.0000,686641.0000,679467.0000,681380.0000,686090.0000,680048.0000,687582.0000,679758.0000,679016.0000,686460.0000,680950.0000,678976.0000,687222.0000,686310.0000,680378.0000,687231.0000,686009.0000,678885.0000,682283.0000,683564.0000,687832.0000,680148.0000,685909.0000,681991.0000,679707.0000,685218.0000,680499.0000,679527.0000,686941.0000,685017.0000,679206.0000,680449.0000,684987.0000,678165.0000,679777.0000,686531.0000,677823.0000,685778.0000,686339.0000,679466.0000,685498.0000,695377.0000,681280.0000,678214.0000,685508.0000,678985.0000,678294.0000,684136.0000,679297.0000,678785.0000,685678.0000,680760.0000,677934.0000,684757.0000,678896.0000,679787.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: throttled single-threaded graph generation at 10 us per task,contracting tree topology,100,1,71415000,713206.4000,712576.3900,714008.2600,3598.3671,2901.4150,5631.4940,"benchmark,group:scheduler","708251.0000,716207.0000,713080.0000,711107.0000,715676.0000,709404.0000,711898.0000,715946.0000,712500.0000,708342.0000,715605.0000,716157.0000,708612.0000,715065.0000,713511.0000,715606.0000,708852.0000,711126.0000,711338.0000,710425.0000,716577.0000,715525.0000,711678.0000,709984.0000,716357.0000,721687.0000,710085.0000,716067.0000,716677.0000,717219.0000,709945.0000,712379.0000,713662.0000,708903.0000,715435.0000,717749.0000,711477.0000,711508.0000,717148.0000,733258.0000,708922.0000,715516.0000,710085.0000,716146.0000,710316.0000,710766.0000,710526.0000,709163.0000,715546.0000,715425.0000,710586.0000,710385.0000,717088.0000,715705.0000,711146.0000,715244.0000,711278.0000,716657.0000,709123.0000,710335.0000,715966.0000,709414.0000,714073.0000,714673.0000,717680.0000,709534.0000,713712.0000,712650.0000,710375.0000,716297.0000,716287.0000,710396.0000,710125.0000,716256.0000,715084.0000,708772.0000,711347.0000,710346.0000,715034.0000,709714.0000,714863.0000,717298.0000,710095.0000,716247.0000,712800.0000,715055.0000,708011.0000,713611.0000,710936.0000,709404.0000,713802.0000,716026.0000,714343.0000,709123.0000,710906.0000,714814.0000,709283.0000,715515.0000,713372.0000,715415.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: throttled single-threaded graph generation at 10 us per task,wave_sim topology,100,1,383761000,4028722.6900,4015093.0300,4059292.6900,100243.8011,43677.6294,170970.9938,"benchmark,group:scheduler","4003471.0000,4016276.0000,4262453.0000,4640640.0000,4003271.0000,4015283.0000,4010064.0000,4013681.0000,4007619.0000,4007239.0000,4001157.0000,4009283.0000,4009012.0000,4002209.0000,4000315.0000,4019542.0000,4007940.0000,4008791.0000,4026225.0000,4009243.0000,4007429.0000,4006728.0000,4010475.0000,4010364.0000,4000035.0000,4006888.0000,4009603.0000,4011006.0000,4018450.0000,4015835.0000,4004043.0000,4011146.0000,4004945.0000,4011066.0000,4009463.0000,4003742.0000,4015675.0000,4002610.0000,4011607.0000,4004754.0000,4002240.0000,4017818.0000,4012538.0000,4680906.0000,4363495.0000,4002950.0000,4009203.0000,4011958.0000,4007499.0000,4013310.0000,4005536.0000,4007269.0000,4006206.0000,4014111.0000,4005185.0000,4014944.0000,4002049.0000,4018139.0000,4002209.0000,4007679.0000,4008191.0000,4012188.0000,4017929.0000,4009664.0000,4004393.0000,4017729.0000,4010865.0000,4005004.0000,4023219.0000,4016016.0000,4005525.0000,4015014.0000,4003982.0000,4014522.0000,4005425.0000,4006266.0000,4007358.0000,4020564.0000,4011767.0000,4009002.0000,4002169.0000,4006969.0000,4007850.0000,4005054.0000,4014843.0000,4020013.0000,4002640.0000,4014111.0000,4007409.0000,4013591.0000,4003852.0000,4015264.0000,4005496.0000,4031274.0000,4003081.0000,4004313.0000,4009643.0000,4005755.0000,4003311.0000,4016186.0000"
building command- and instruction graphs in a dedicated scheduler thread for N nodes - 4 > reference: throttled single-threaded graph generation at 10 us per task,jacobi topology,100,1,114216900,1152529.9800,1142562.0900,1169130.6100,64375.7541,41268.3820,95454.7119,"benchmark,group:scheduler","1154528.0000,1162132.0000,1152244.0000,1151432.0000,1140842.0000,1148737.0000,1142896.0000,1150510.0000,1144258.0000,1174125.0000,1148447.0000,1147875.0000,1146313.0000,1150089.0000,1147094.0000,1147054.0000,1150290.0000,1147755.0000,1144088.0000,1146382.0000,1143587.0000,1149900.0000,1145060.0000,1155840.0000,1145381.0000,1150480.0000,1142145.0000,1148646.0000,1142114.0000,1154638.0000,1149659.0000,1147465.0000,1143276.0000,1148496.0000,1147735.0000,1074276.0000,1039520.0000,1043638.0000,1045010.0000,1046032.0000,1059999.0000,1046162.0000,1057364.0000,1151362.0000,1142415.0000,1150100.0000,1149598.0000,1147876.0000,1156311.0000,1145912.0000,1150480.0000,1150661.0000,1149719.0000,1149568.0000,1144428.0000,1154838.0000,1143667.0000,1150059.0000,1144228.0000,1150199.0000,1141964.0000,1148696.0000,1150260.0000,1155640.0000,1151111.0000,1145050.0000,1150891.0000,1142626.0000,1154327.0000,1146193.0000,1150550.0000,1144750.0000,1152013.0000,1150069.0000,1144769.0000,1155400.0000,1146122.0000,1150430.0000,1142405.0000,1149398.0000,1145080.0000,1149047.0000,1150400.0000,1150130.0000,1144409.0000,1148967.0000,1143728.0000,1150440.0000,1143297.0000,1155099.0000,1144359.0000,1152424.0000,1151522.0000,1150530.0000,1151802.0000,1156131.0000,1366429.0000,1491937.0000,1475386.0000,1404282.0000"
